unit,mean,std,n,individual_ratings,item_type
Who attested that Linda broke something?,5.48,1.5285,50,"[5, 7, 1, 6, 4, 7, 7, 6, 6, 4, 7, 7, 5, 7, 6, 6, 6, 7, 6, 6, 7, 6, 6, 5, 7, 5, 5, 3, 7, 7, 7, 7, 7, 4, 7, 6, 4, 5, 6, 5, 3, 4, 6, 3, 6, 3, 4, 7, 4, 2]",test
Who attested that Robert sold something?,5.34,1.6856,50,"[3, 7, 4, 6, 3, 7, 7, 6, 7, 4, 7, 7, 5, 2, 6, 5, 7, 6, 6, 5, 4, 7, 7, 5, 7, 6, 4, 3, 5, 7, 7, 7, 6, 7, 7, 3, 4, 6, 6, 2, 4, 5, 6, 2, 7, 1, 4, 6, 5, 7]",test
Who barked that Jessica bought something?,3.24,1.7792,50,"[3, 4, 1, 2, 3, 6, 1, 5, 1, 1, 1, 3, 4, 2, 2, 5, 1, 1, 5, 4, 4, 5, 4, 5, 1, 3, 5, 4, 2, 5, 6, 1, 2, 6, 5, 5, 1, 4, 4, 2, 2, 4, 6, 1, 6, 2, 1, 1, 5, 5]",test
Who barked that Joseph broke something?,3.5,1.7871,50,"[3, 5, 2, 4, 3, 6, 6, 5, 1, 1, 1, 3, 3, 3, 2, 3, 7, 1, 3, 4, 6, 6, 4, 5, 1, 2, 3, 2, 6, 5, 6, 2, 2, 5, 5, 5, 1, 2, 4, 3, 3, 4, 4, 1, 7, 1, 3, 2, 3, 6]",test
Who barked that Thomas sold something?,3.0816,1.754,49,"[2, 4, 2, 1, 2, 5, 2, 6, 3, 1, 3, 1, 2, 6, 5, 4, 1, 4, 2, 4, 7, 4, 5, 1, 3, 3, 4, 2, 5, 7, 1, 3, 2, 3, 3, 1, 2, 3, 2, 2, 2, 5, 1, 6, 1, 2, 1, 6, 4]",test
Who beamed that James bought something?,3.18,1.8035,50,"[1, 1, 3, 4, 4, 7, 5, 5, 3, 3, 1, 1, 3, 1, 6, 1, 3, 2, 4, 4, 4, 5, 6, 4, 6, 3, 4, 1, 1, 1, 1, 6, 5, 1, 2, 5, 2, 3, 2, 1, 2, 2, 5, 2, 4, 1, 3, 6, 3, 6]",test
Who beamed that Nancy broke something?,2.64,1.8043,50,"[1, 3, 2, 1, 3, 5, 1, 5, 2, 1, 1, 1, 3, 1, 1, 1, 3, 1, 5, 4, 2, 5, 7, 4, 1, 2, 4, 1, 1, 1, 6, 5, 2, 1, 2, 1, 1, 2, 2, 3, 2, 2, 4, 2, 7, 1, 4, 1, 6, 5]",test
Who beamed that Thomas sold something?,3.22,2.0731,50,"[1, 3, 5, 1, 4, 7, 6, 4, 5, 5, 1, 3, 5, 1, 1, 1, 3, 2, 6, 6, 5, 2, 6, 4, 1, 5, 5, 1, 1, 1, 4, 7, 6, 1, 1, 1, 1, 3, 2, 1, 1, 2, 6, 1, 3, 1, 4, 6, 6, 3]",test
Who believed that Charles bought something?,6.3,1.165,50,"[6, 7, 4, 6, 6, 7, 7, 7, 6, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 6, 3, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 7, 6, 2, 5, 6, 7, 7, 4, 5, 7, 7, 4]",test
Who believed that Lisa sold something?,6.24,1.1877,50,"[7, 7, 5, 7, 6, 7, 7, 6, 7, 7, 7, 7, 5, 5, 7, 7, 7, 6, 7, 7, 5, 7, 6, 7, 7, 7, 5, 4, 7, 7, 7, 7, 7, 7, 7, 6, 5, 5, 7, 6, 6, 7, 6, 7, 7, 2, 6, 6, 6, 2]",test
Who believed that William broke something?,6.52,0.7351,50,"[5, 7, 4, 7, 6, 7, 7, 6, 7, 7, 7, 7, 5, 6, 7, 6, 7, 7, 7, 6, 5, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 6, 7, 6, 7, 7, 6, 6, 7, 6, 6]",test
Who bitched that David sold something?,5.34,1.6977,50,"[7, 6, 6, 6, 4, 7, 2, 7, 3, 6, 6, 7, 5, 1, 6, 7, 6, 7, 6, 5, 5, 7, 7, 6, 7, 5, 2, 3, 6, 5, 7, 7, 3, 7, 7, 5, 4, 2, 6, 6, 3, 5, 6, 2, 7, 4, 4, 7, 6, 6]",test
Who bitched that Sarah bought something?,5.5,1.4321,50,"[5, 7, 5, 5, 4, 6, 1, 6, 6, 6, 4, 7, 5, 6, 6, 5, 7, 7, 7, 4, 3, 7, 7, 5, 7, 6, 4, 4, 5, 5, 7, 7, 7, 7, 7, 7, 4, 2, 4, 6, 5, 5, 6, 4, 7, 4, 5, 6, 7, 6]",test
Who bitched that Susan broke something?,5.68,1.6092,50,"[6, 7, 7, 7, 4, 7, 7, 7, 7, 7, 4, 7, 5, 7, 6, 6, 1, 7, 7, 4, 3, 7, 7, 6, 6, 6, 5, 7, 5, 5, 7, 7, 5, 7, 7, 6, 4, 5, 6, 6, 3, 7, 6, 2, 7, 3, 4, 7, 6, 2]",test
Who boomed that John broke something?,2.58,1.6548,50,"[2, 5, 1, 1, 2, 5, 1, 2, 2, 3, 1, 4, 3, 1, 3, 3, 1, 1, 2, 5, 4, 2, 5, 5, 3, 2, 4, 2, 1, 1, 7, 2, 4, 1, 2, 1, 1, 2, 1, 3, 2, 2, 5, 1, 6, 1, 1, 1, 3, 6]",test
Who boomed that Lisa sold something?,2.52,1.821,50,"[2, 1, 2, 1, 2, 5, 5, 2, 2, 1, 1, 1, 3, 1, 5, 3, 2, 1, 6, 4, 6, 6, 5, 5, 1, 1, 4, 1, 1, 1, 5, 6, 1, 1, 1, 1, 1, 4, 1, 1, 2, 1, 6, 1, 2, 1, 1, 2, 4, 3]",test
Who boomed that Patricia bought something?,2.449,1.5284,49,"[2, 2, 3, 3, 2, 4, 1, 2, 2, 3, 3, 4, 2, 1, 6, 2, 1, 1, 6, 4, 3, 5, 5, 5, 1, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 4, 2, 1, 4, 2, 3, 1, 1, 1, 6, 3]",test
Who called that Charles bought something?,2.74,1.8385,50,"[3, 3, 2, 4, 3, 6, 1, 4, 1, 5, 1, 3, 1, 7, 1, 3, 1, 1, 4, 3, 4, 7, 1, 2, 1, 3, 5, 3, 1, 1, 1, 5, 3, 7, 1, 1, 1, 2, 2, 2, 1, 3, 5, 1, 3, 1, 2, 1, 6, 4]",test
Who called that James sold something?,2.74,1.7357,50,"[2, 3, 4, 4, 2, 4, 2, 5, 1, 5, 1, 2, 5, 7, 2, 2, 6, 1, 2, 2, 2, 5, 1, 3, 1, 1, 6, 3, 1, 1, 1, 2, 2, 1, 1, 1, 4, 2, 2, 1, 1, 3, 5, 2, 5, 2, 1, 5, 6, 4]",test
Who called that Patricia broke something?,2.42,1.6424,50,"[2, 3, 1, 3, 2, 5, 1, 5, 1, 2, 1, 4, 3, 7, 2, 1, 3, 1, 4, 1, 2, 2, 1, 3, 1, 1, 5, 3, 1, 1, 1, 2, 2, 5, 1, 1, 1, 2, 2, 1, 1, 5, 6, 2, 1, 1, 2, 3, 6, 4]",test
Who chanted that Karen sold something?,3.3,1.8098,50,"[2, 3, 3, 3, 3, 6, 1, 5, 2, 1, 5, 3, 2, 2, 5, 3, 1, 7, 3, 4, 5, 6, 5, 5, 1, 2, 5, 3, 2, 5, 4, 7, 1, 1, 5, 1, 1, 2, 4, 1, 1, 2, 4, 5, 2, 2, 4, 3, 5, 7]",test
Who chanted that Linda bought something?,3.32,1.8674,50,"[2, 5, 3, 2, 5, 5, 1, 6, 3, 1, 3, 3, 3, 1, 5, 2, 1, 7, 3, 4, 4, 6, 4, 5, 1, 2, 3, 6, 2, 6, 1, 7, 1, 4, 2, 1, 2, 2, 4, 1, 1, 5, 5, 5, 2, 1, 5, 2, 6, 5]",test
Who chanted that William broke something?,3.28,1.9487,50,"[2, 7, 3, 4, 4, 3, 1, 5, 3, 1, 1, 2, 1, 1, 2, 3, 1, 7, 4, 4, 3, 6, 5, 5, 1, 1, 4, 3, 2, 5, 5, 7, 1, 4, 6, 1, 1, 2, 5, 1, 1, 3, 4, 5, 4, 1, 4, 2, 6, 7]",test
Who conjectured that Christopher sold something?,3.7,1.9923,50,"[5, 5, 6, 4, 3, 5, 7, 4, 2, 1, 1, 7, 4, 3, 6, 5, 7, 1, 4, 6, 6, 7, 5, 4, 1, 3, 4, 2, 5, 5, 1, 7, 2, 1, 7, 2, 1, 3, 3, 3, 1, 4, 6, 2, 2, 1, 3, 2, 3, 3]",test
Who conjectured that James bought something?,3.64,1.9563,50,"[2, 2, 3, 5, 3, 4, 7, 4, 1, 3, 1, 7, 4, 5, 5, 5, 4, 2, 4, 6, 5, 6, 6, 3, 1, 6, 5, 4, 7, 3, 1, 7, 2, 1, 7, 1, 1, 5, 4, 3, 3, 3, 6, 1, 2, 1, 2, 2, 2, 5]",test
Who conjectured that Joseph broke something?,3.9388,2.0957,49,"[5, 5, 7, 5, 2, 4, 7, 4, 2, 1, 1, 7, 5, 4, 1, 5, 6, 1, 5, 6, 4, 7, 6, 3, 2, 5, 5, 3, 7, 6, 2, 7, 3, 1, 7, 3, 5, 5, 3, 1, 1, 5, 1, 2, 1, 5, 1, 3, 6]",test
Who corroborated that Charles sold something?,5.08,1.8165,50,"[5, 7, 4, 5, 2, 7, 5, 4, 5, 6, 7, 7, 3, 7, 1, 5, 7, 7, 7, 6, 4, 5, 6, 5, 3, 5, 4, 6, 6, 6, 7, 7, 5, 7, 7, 2, 2, 5, 6, 6, 3, 5, 6, 1, 7, 1, 3, 7, 6, 4]",test
Who corroborated that Elizabeth bought something?,5.24,1.7792,50,"[5, 7, 5, 5, 3, 5, 7, 4, 5, 4, 7, 7, 3, 7, 1, 6, 7, 7, 7, 5, 5, 5, 6, 5, 1, 5, 5, 4, 7, 7, 7, 7, 4, 7, 7, 7, 5, 5, 5, 5, 2, 7, 6, 1, 7, 1, 5, 5, 6, 6]",test
Who corroborated that Michael broke something?,5.38,1.9048,50,"[5, 7, 5, 5, 4, 7, 7, 4, 7, 7, 7, 7, 5, 7, 3, 5, 7, 6, 7, 5, 6, 7, 7, 5, 1, 6, 5, 7, 7, 7, 1, 7, 3, 7, 7, 7, 2, 5, 6, 3, 4, 3, 6, 1, 7, 1, 5, 7, 5, 7]",test
Who daydreamed that Barbara broke something?,4.84,1.8883,50,"[5, 7, 3, 4, 3, 7, 6, 6, 1, 6, 1, 6, 3, 7, 5, 5, 7, 1, 4, 4, 3, 7, 6, 5, 6, 3, 4, 2, 3, 7, 7, 7, 7, 7, 7, 3, 6, 3, 5, 3, 4, 7, 5, 7, 5, 1, 5, 6, 4, 6]",test
Who daydreamed that Christopher sold something?,4.72,1.841,50,"[3, 7, 4, 5, 4, 7, 5, 6, 3, 5, 1, 3, 2, 4, 7, 6, 7, 2, 6, 4, 2, 7, 7, 6, 5, 1, 4, 2, 3, 7, 7, 7, 7, 7, 7, 5, 5, 5, 3, 3, 5, 5, 5, 4, 5, 1, 4, 6, 6, 4]",test
Who daydreamed that Jessica bought something?,5.1,1.7291,50,"[4, 6, 3, 4, 3, 7, 7, 7, 3, 7, 1, 4, 6, 7, 5, 6, 7, 4, 7, 5, 4, 7, 6, 6, 5, 3, 4, 2, 6, 7, 7, 7, 7, 7, 7, 2, 4, 4, 4, 4, 5, 5, 4, 6, 5, 1, 4, 6, 6, 7]",test
Who deceived that Christopher would sell something?,2.08,1.7478,50,"[1, 3, 1, 2, 2, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 3, 7, 1, 2, 3, 2, 2, 1, 1, 1, 1, 6, 1, 2, 1, 1, 6, 2, 7, 1, 1, 1, 2, 1, 1, 1, 1, 4, 1, 6, 1, 2, 1, 1, 6]",test
Who deceived that Elizabeth would buy something?,1.7,1.1473,50,"[1, 1, 2, 2, 2, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 3, 2, 5, 2, 3, 2, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 5, 1, 1, 4, 1, 2, 1, 1, 1, 2, 4]",test
Who deceived that William would break something?,1.78,1.2501,50,"[1, 2, 2, 1, 2, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 5, 4, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 4, 2, 4, 1, 1, 2, 3, 6]",test
Who diagnosed that Joseph sold something?,2.0408,1.4714,49,"[2, 3, 4, 1, 2, 3, 1, 6, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 2, 1, 2, 3, 1, 4, 1, 1, 3, 1, 2, 3, 3, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 4, 1, 2, 1, 2, 1, 7, 6]",test
Who diagnosed that Richard bought something?,2.14,1.2938,50,"[2, 3, 2, 3, 2, 2, 1, 5, 1, 1, 3, 1, 3, 1, 1, 3, 1, 1, 2, 2, 2, 2, 2, 4, 1, 3, 5, 1, 1, 5, 1, 2, 3, 6, 2, 2, 1, 2, 1, 1, 1, 3, 4, 2, 1, 1, 2, 1, 1, 4]",test
Who diagnosed that Sarah broke something?,2.5,1.632,50,"[2, 4, 2, 2, 2, 5, 1, 5, 1, 1, 1, 1, 3, 1, 2, 5, 1, 1, 4, 1, 3, 3, 2, 5, 1, 2, 5, 2, 3, 5, 7, 3, 2, 1, 6, 1, 1, 2, 1, 1, 2, 2, 4, 1, 5, 1, 2, 1, 2, 4]",test
Who editorialized that Charles bought something?,2.6327,1.4534,49,"[4, 6, 2, 2, 2, 4, 2, 5, 2, 2, 3, 4, 3, 1, 2, 2, 1, 2, 3, 1, 3, 5, 5, 5, 1, 2, 4, 2, 5, 3, 1, 1, 2, 1, 5, 1, 1, 2, 3, 3, 1, 5, 1, 3, 1, 1, 2, 4, 3]",test
Who editorialized that Mary broke something?,2.898,1.9175,49,"[2, 5, 1, 2, 3, 5, 1, 5, 1, 1, 1, 3, 1, 1, 5, 3, 1, 5, 5, 1, 4, 7, 6, 5, 1, 2, 5, 1, 3, 5, 1, 7, 3, 1, 5, 2, 1, 3, 2, 3, 1, 5, 1, 3, 1, 1, 1, 6, 4]",test
Who editorialized that Susan sold something?,2.64,1.6383,50,"[2, 5, 2, 3, 3, 4, 1, 5, 1, 1, 1, 7, 3, 1, 2, 3, 1, 4, 3, 1, 4, 2, 7, 4, 1, 2, 3, 2, 5, 5, 1, 2, 4, 5, 2, 4, 1, 2, 2, 1, 1, 1, 5, 1, 2, 1, 1, 2, 3, 3]",test
Who envied that Joseph sold something?,4.3,2.1595,50,"[5, 7, 1, 6, 2, 7, 5, 6, 2, 7, 7, 6, 6, 1, 1, 4, 7, 4, 7, 4, 4, 5, 3, 5, 7, 2, 4, 2, 5, 7, 1, 5, 6, 4, 7, 3, 1, 4, 7, 2, 2, 1, 4, 1, 7, 1, 6, 5, 6, 3]",test
Who envied that Karen broke something?,3.12,1.934,50,"[2, 3, 3, 5, 2, 4, 1, 5, 1, 1, 1, 2, 3, 1, 2, 2, 7, 7, 3, 4, 4, 5, 6, 2, 2, 2, 5, 2, 5, 3, 1, 7, 2, 7, 7, 1, 1, 2, 2, 3, 1, 2, 3, 1, 3, 1, 5, 4, 2, 6]",test
Who envied that Nancy bought something?,4.6939,2.1622,49,"[5, 6, 2, 5, 2, 7, 3, 6, 1, 7, 7, 4, 6, 1, 3, 7, 7, 7, 7, 6, 3, 7, 6, 5, 7, 6, 4, 4, 2, 7, 1, 7, 7, 7, 7, 2, 5, 4, 4, 2, 5, 3, 1, 7, 1, 6, 5, 1, 5]",test
Who forgot that Linda sold something?,6.38,0.8303,50,"[6, 7, 6, 6, 6, 7, 7, 6, 5, 7, 7, 7, 5, 7, 7, 6, 7, 7, 7, 7, 4, 7, 7, 7, 7, 6, 5, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 5, 7, 5, 6, 6, 6, 7, 7, 4, 6, 7, 6, 6]",test
Who forgot that Michael bought something?,6.3,1.1473,50,"[7, 7, 6, 7, 5, 7, 7, 6, 5, 7, 7, 7, 5, 7, 6, 7, 7, 7, 7, 5, 6, 7, 7, 7, 7, 7, 6, 4, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 7, 3, 6, 7, 6, 7, 7, 4, 6, 7, 2, 5]",test
Who forgot that Nancy broke something?,6.2353,1.1931,51,"[4, 5, 7, 6, 6, 5, 7, 7, 6, 5, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 4, 1, 7, 7, 7, 7, 7, 7, 7, 5, 6, 6, 7, 6, 5, 6, 6, 7, 7, 5, 7, 7, 6, 6]",test
Who fussed that Elizabeth sold something?,4.7143,1.893,49,"[5, 5, 6, 4, 5, 5, 1, 7, 2, 6, 5, 5, 3, 1, 2, 6, 7, 2, 7, 4, 6, 7, 6, 3, 5, 5, 4, 7, 2, 7, 7, 7, 5, 6, 6, 6, 3, 2, 5, 2, 4, 6, 4, 6, 1, 6, 7, 2, 6]",test
Who fussed that Joseph bought something?,4.84,1.4758,50,"[3, 7, 5, 4, 4, 6, 3, 6, 5, 4, 6, 3, 6, 4, 2, 3, 7, 5, 7, 7, 5, 3, 6, 5, 7, 5, 4, 4, 5, 7, 6, 7, 6, 6, 5, 6, 3, 5, 3, 4, 2, 5, 6, 3, 7, 4, 5, 5, 3, 3]",test
Who fussed that Michael broke something?,5.4,1.6162,50,"[2, 7, 6, 5, 5, 6, 7, 7, 7, 6, 7, 4, 6, 7, 2, 7, 7, 5, 6, 7, 5, 7, 6, 5, 6, 5, 4, 3, 7, 7, 7, 7, 5, 6, 7, 5, 5, 5, 5, 6, 1, 6, 6, 2, 6, 3, 5, 6, 2, 4]",test
Who glared that Charles bought something?,2.3265,1.6757,49,"[2, 3, 1, 2, 3, 7, 1, 4, 1, 3, 1, 3, 1, 2, 1, 2, 1, 5, 3, 2, 2, 2, 3, 1, 2, 4, 1, 1, 1, 1, 7, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 6, 1, 5, 1, 3, 2, 6, 4]",test
Who glared that Susan sold something?,2.4,1.807,50,"[1, 3, 2, 1, 3, 7, 1, 4, 2, 5, 5, 1, 2, 1, 1, 2, 1, 1, 7, 3, 2, 2, 4, 2, 1, 1, 4, 1, 1, 1, 1, 7, 2, 1, 2, 1, 2, 3, 1, 1, 1, 1, 4, 1, 3, 1, 2, 2, 6, 6]",test
Who glared that Thomas broke something?,2.7647,1.9959,51,"[2, 3, 2, 4, 2, 3, 5, 6, 3, 1, 7, 7, 1, 1, 1, 1, 2, 1, 1, 5, 6, 4, 2, 2, 2, 6, 1, 4, 1, 1, 1, 1, 7, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 5, 3, 7, 2, 2, 3, 5, 5]",test
Who granted that David sold something?,2.7451,1.8422,51,"[2, 5, 1, 3, 4, 3, 5, 1, 4, 1, 1, 3, 6, 2, 1, 1, 1, 7, 2, 2, 3, 6, 2, 2, 5, 1, 3, 5, 2, 3, 1, 1, 7, 4, 1, 3, 1, 1, 2, 1, 2, 1, 3, 5, 1, 2, 1, 3, 1, 6, 6]",test
Who granted that Thomas broke something?,2.7,1.6933,50,"[5, 4, 2, 4, 2, 5, 1, 3, 1, 1, 2, 6, 2, 1, 2, 1, 7, 3, 3, 3, 4, 2, 3, 5, 2, 3, 5, 1, 6, 2, 2, 2, 2, 2, 3, 1, 1, 4, 1, 1, 1, 1, 5, 1, 1, 1, 4, 1, 6, 4]",test
Who granted that William bought something?,2.7959,1.6327,49,"[2, 5, 2, 5, 3, 4, 1, 3, 1, 2, 1, 3, 1, 1, 1, 1, 4, 4, 3, 4, 4, 2, 2, 2, 5, 3, 5, 3, 6, 1, 3, 7, 3, 2, 3, 1, 1, 4, 1, 2, 1, 2, 5, 1, 3, 1, 2, 6, 5]",test
Who groused that David sold something?,3.28,1.9799,50,"[1, 3, 2, 5, 2, 6, 1, 4, 1, 3, 1, 7, 3, 1, 2, 5, 1, 1, 5, 1, 4, 5, 1, 5, 7, 5, 4, 1, 5, 7, 1, 5, 2, 1, 5, 3, 1, 5, 5, 1, 2, 3, 6, 3, 3, 1, 2, 5, 6, 5]",test
Who groused that Jessica broke something?,3.44,2.2146,50,"[3, 4, 4, 6, 2, 6, 7, 4, 3, 4, 1, 7, 2, 1, 1, 2, 1, 1, 7, 4, 7, 7, 1, 4, 1, 3, 3, 1, 6, 7, 1, 7, 1, 1, 7, 3, 1, 5, 3, 1, 2, 2, 5, 2, 4, 1, 1, 4, 5, 6]",test
Who groused that Mary bought something?,3.34,2.1534,50,"[2, 2, 2, 6, 3, 5, 1, 4, 1, 1, 1, 7, 3, 1, 1, 3, 1, 1, 7, 3, 5, 7, 3, 5, 1, 5, 5, 1, 5, 7, 1, 7, 2, 1, 6, 1, 1, 5, 5, 1, 3, 3, 6, 1, 5, 1, 3, 5, 5, 6]",test
Who guaranteed that Daniel would break something?,6.04,1.3395,50,"[5, 7, 2, 7, 6, 7, 6, 7, 7, 6, 7, 6, 3, 7, 7, 7, 7, 7, 7, 6, 4, 7, 7, 6, 7, 6, 5, 6, 7, 7, 7, 7, 7, 6, 7, 6, 3, 5, 7, 3, 5, 7, 5, 7, 7, 3, 6, 5, 6, 7]",test
Who guaranteed that John would buy something?,6.1,1.165,50,"[6, 7, 5, 7, 6, 7, 7, 7, 6, 7, 7, 7, 6, 7, 5, 6, 7, 7, 7, 4, 5, 7, 7, 7, 7, 7, 5, 6, 6, 7, 7, 7, 7, 7, 7, 6, 4, 5, 7, 3, 5, 6, 6, 6, 7, 4, 4, 7, 3, 5]",test
Who guaranteed that Mary would sell something?,6.0,1.3565,51,"[4, 7, 7, 4, 7, 5, 7, 7, 7, 7, 6, 7, 7, 6, 7, 6, 6, 7, 7, 6, 4, 5, 7, 7, 7, 7, 7, 5, 5, 7, 7, 7, 7, 7, 7, 7, 5, 1, 5, 7, 4, 3, 5, 6, 7, 7, 4, 5, 7, 5, 5]",test
Who hated that Barbara sold something?,5.3878,1.789,49,"[5, 5, 7, 7, 5, 7, 1, 6, 6, 6, 7, 7, 5, 4, 6, 7, 7, 7, 7, 5, 5, 7, 7, 6, 7, 7, 3, 3, 3, 7, 7, 7, 7, 7, 7, 3, 1, 6, 6, 3, 4, 6, 4, 6, 2, 4, 6, 2, 4]",test
Who hated that John broke something?,5.76,1.4923,50,"[6, 7, 6, 6, 3, 7, 7, 7, 6, 6, 7, 7, 6, 5, 6, 7, 7, 7, 7, 4, 6, 7, 7, 5, 7, 6, 4, 2, 2, 7, 1, 7, 6, 7, 7, 6, 5, 5, 4, 4, 5, 6, 6, 7, 7, 4, 5, 6, 6, 7]",test
Who hated that Patricia bought something?,5.7,1.4463,50,"[5, 6, 4, 7, 5, 6, 7, 6, 7, 6, 7, 6, 7, 7, 6, 6, 7, 7, 7, 7, 5, 6, 7, 5, 7, 7, 4, 2, 5, 7, 4, 7, 5, 7, 7, 6, 1, 5, 6, 4, 6, 7, 6, 5, 7, 2, 5, 5, 5, 4]",test
Who indicated that Linda broke something?,6.18,1.207,50,"[4, 6, 7, 6, 4, 5, 7, 7, 7, 6, 6, 7, 7, 5, 7, 7, 7, 7, 6, 7, 5, 6, 7, 7, 7, 7, 6, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 4, 6, 7, 6, 7, 6, 7, 7, 3, 5, 6, 2, 7]",test
Who indicated that Richard bought something?,5.898,1.3881,49,"[5, 7, 5, 6, 6, 7, 5, 7, 7, 7, 7, 7, 5, 5, 7, 6, 5, 7, 7, 4, 6, 7, 7, 7, 7, 6, 5, 4, 7, 7, 7, 7, 4, 7, 7, 5, 1, 5, 7, 4, 5, 6, 7, 7, 2, 5, 7, 6, 5]",test
Who indicated that Robert sold something?,5.96,1.2771,50,"[6, 7, 6, 4, 5, 7, 7, 7, 7, 6, 7, 7, 5, 5, 7, 7, 7, 7, 6, 7, 6, 7, 7, 7, 6, 7, 6, 3, 7, 7, 6, 7, 3, 7, 7, 7, 4, 5, 7, 4, 5, 6, 5, 5, 7, 5, 5, 6, 2, 5]",test
Who justified that Daniel sold something?,4.48,1.982,50,"[3, 6, 4, 4, 5, 7, 7, 6, 7, 1, 3, 7, 5, 4, 5, 6, 6, 5, 5, 5, 3, 7, 6, 5, 1, 5, 5, 2, 1, 2, 7, 7, 2, 7, 7, 2, 3, 5, 3, 4, 3, 3, 4, 1, 7, 2, 1, 6, 6, 6]",test
Who justified that Linda bought something?,4.14,1.9589,50,"[5, 4, 2, 4, 3, 6, 5, 6, 2, 1, 3, 7, 7, 5, 6, 2, 7, 5, 5, 4, 3, 7, 1, 5, 1, 5, 3, 1, 2, 4, 3, 7, 5, 7, 7, 2, 4, 4, 6, 4, 2, 5, 5, 1, 7, 2, 4, 1, 6, 4]",test
Who justified that Sarah broke something?,4.18,1.9451,50,"[3, 6, 5, 4, 4, 6, 7, 5, 1, 1, 1, 7, 5, 3, 5, 3, 4, 7, 7, 7, 6, 5, 2, 5, 1, 2, 5, 1, 2, 3, 5, 7, 2, 7, 7, 3, 5, 3, 3, 5, 2, 4, 5, 1, 6, 3, 4, 3, 6, 5]",test
Who liked that Christopher broke something?,5.32,1.5312,50,"[5, 4, 1, 6, 5, 7, 2, 5, 3, 4, 4, 7, 5, 5, 5, 7, 7, 7, 6, 4, 4, 7, 7, 6, 7, 6, 5, 6, 2, 7, 5, 7, 7, 7, 7, 5, 5, 4, 5, 2, 6, 6, 5, 5, 7, 5, 6, 6, 4, 6]",test
Who liked that Jessica sold something?,5.5102,1.7093,49,"[5, 4, 1, 5, 5, 7, 7, 7, 7, 7, 7, 7, 6, 7, 5, 3, 7, 7, 6, 4, 6, 7, 7, 6, 7, 7, 3, 4, 3, 7, 6, 7, 7, 5, 7, 5, 1, 5, 6, 4, 6, 5, 5, 7, 1, 5, 7, 4, 6]",test
Who liked that Sarah bought something?,5.9,1.2976,50,"[6, 6, 6, 6, 6, 7, 7, 7, 5, 6, 7, 7, 6, 5, 7, 7, 7, 7, 7, 4, 5, 7, 7, 5, 6, 7, 5, 5, 5, 7, 7, 7, 7, 7, 7, 2, 2, 5, 6, 3, 6, 6, 6, 7, 7, 4, 5, 6, 6, 4]",test
Who marvelled that David bought something?,4.56,2.042,50,"[5, 5, 3, 4, 5, 7, 6, 6, 5, 5, 1, 7, 5, 6, 2, 4, 5, 7, 7, 4, 5, 7, 6, 6, 7, 5, 4, 3, 7, 7, 1, 7, 4, 6, 7, 1, 1, 5, 5, 2, 2, 5, 6, 4, 7, 1, 1, 1, 2, 4]",test
Who marvelled that Karen broke something?,4.0784,2.0084,51,"[4, 5, 5, 4, 2, 3, 7, 5, 5, 5, 2, 2, 7, 5, 1, 2, 4, 3, 7, 6, 5, 3, 7, 7, 5, 7, 3, 6, 2, 2, 6, 1, 7, 2, 1, 7, 1, 1, 5, 4, 4, 2, 3, 6, 3, 2, 1, 5, 6, 6, 4]",test
Who marvelled that Nancy sold something?,4.8627,1.8441,51,"[4, 5, 7, 2, 6, 4, 7, 5, 5, 6, 5, 2, 7, 6, 4, 5, 7, 7, 7, 5, 7, 5, 7, 6, 5, 7, 6, 5, 4, 2, 7, 1, 7, 6, 3, 7, 1, 1, 5, 5, 3, 4, 5, 5, 3, 5, 1, 4, 7, 3, 5]",test
Who measured that Charles bought something?,2.38,1.7248,50,"[2, 1, 3, 1, 2, 7, 4, 4, 1, 1, 1, 1, 1, 1, 2, 1, 7, 1, 1, 2, 2, 5, 2, 3, 1, 2, 4, 1, 1, 2, 1, 3, 2, 5, 3, 1, 2, 2, 1, 1, 1, 2, 4, 1, 5, 1, 5, 1, 5, 6]",test
